12,0,0,0,3,15,45,0,7,4,0,0,3,1,3,14,1,1,1,1,1,5,29,0,3,14,10,0,3,0,
6,0,0,0,11,7,86,1,6,2,0,1,0,4,3,2,0,3,0,0,0,0,7,0,4,10,2,2,1,0,
1,0,1,0,0,7,3,2,4,19,1,8,1,0,1,3,0,1,6,15,4,27,19,0,1,6,14,0,21,1,
3,0,0,1,15,3,78,5,7,1,0,0,1,3,7,2,1,3,3,3,2,1,8,0,5,16,0,2,5,5,
0,0,0,0,42,4,114,9,13,0,0,0,1,6,4,2,0,8,1,4,0,1,2,2,2,14,1,6,2,15,
9,0,0,0,0,62,15,0,4,8,0,1,3,0,0,18,2,2,3,7,2,16,38,1,4,3,55,0,3,1,
4,0,0,0,26,6,150,11,10,1,0,1,1,9,5,3,1,5,4,3,2,0,7,1,4,6,1,0,4,6,
0,0,0,0,28,0,41,30,5,0,0,2,1,9,19,1,1,18,0,1,4,3,4,2,1,7,3,12,8,53,
4,0,1,0,24,4,75,7,23,1,0,2,1,6,18,5,1,7,4,4,3,1,11,0,4,21,3,6,2,13,
0,0,0,0,0,3,1,0,0,40,0,5,15,0,0,1,0,1,4,27,0,41,5,0,7,2,14,0,14,0,
0,0,0,0,2,4,3,0,4,14,0,7,19,2,6,4,0,5,1,14,2,21,10,1,1,4,6,0,16,4,
1,0,0,0,2,8,6,2,4,22,0,17,7,1,1,3,1,7,4,25,1,61,23,1,4,3,12,0,48,3,
0,0,0,0,1,0,5,1,1,8,0,1,63,1,1,0,0,7,3,13,11,4,1,1,2,1,1,0,25,11,
1,0,0,0,36,6,30,15,12,0,0,0,6,16,27,3,4,23,1,1,7,0,3,1,0,10,0,18,2,37,
2,0,0,0,23,3,11,10,12,1,0,4,4,7,31,1,0,18,3,6,2,3,10,1,2,22,0,18,12,46,
4,0,0,0,2,31,43,1,11,6,0,0,4,1,3,38,0,7,7,6,5,4,34,0,3,17,18,0,14,3,
5,0,0,0,32,3,112,5,19,1,0,1,0,3,9,4,1,6,3,0,2,0,3,0,1,13,4,5,3,11,
0,0,1,0,16,1,22,10,10,1,0,1,3,3,13,4,1,32,3,3,7,2,3,0,0,7,5,7,16,77,
5,0,1,0,3,13,30,3,6,9,0,3,13,2,14,4,0,14,8,20,13,3,14,0,8,19,7,1,22,24,
0,0,0,0,1,4,8,2,2,30,0,10,22,7,2,1,0,9,5,31,1,42,13,0,9,20,4,0,12,4,
0,0,0,0,1,0,1,2,0,0,0,0,17,3,6,1,0,4,0,1,33,0,0,3,0,1,0,1,16,96,
0,0,0,0,0,2,1,0,0,20,0,8,4,1,0,4,0,1,2,11,2,121,6,0,1,3,31,0,25,1,
8,0,0,0,0,32,23,0,6,12,0,1,2,0,0,10,1,1,2,5,0,7,70,0,6,11,51,0,1,0,
6,0,0,0,12,1,56,2,15,4,0,1,8,3,17,5,0,18,6,21,2,2,14,1,11,27,3,1,12,19,
2,0,1,0,3,0,31,2,6,2,0,1,10,1,21,1,0,9,13,9,4,2,12,2,13,27,0,1,10,10,
3,0,1,0,12,9,58,5,15,5,0,3,3,8,24,10,1,9,7,7,0,1,19,1,5,37,6,4,2,9,
4,0,2,0,0,28,1,0,0,10,0,5,0,0,0,10,0,3,1,2,0,29,14,0,1,1,160,0,1,0,
2,0,0,0,25,0,10,7,9,0,0,0,3,2,11,2,2,7,2,0,7,1,0,1,0,2,0,26,2,44,
0,0,0,0,1,1,5,0,1,11,0,5,9,0,2,9,0,14,3,10,16,17,7,3,0,7,6,0,119,10,
0,0,0,0,4,0,5,12,2,1,0,0,15,1,9,2,0,6,0,4,18,5,0,1,3,2,2,9,7,142,
